date,long_swap_usd_per_lot,short_swap_usd_per_lot
2026-09-10,-91.7,41.265
2026-09-11,-91.7,41.265
2026-09-12,-91.7,41.265
2026-09-13,-91.7,41.265
2026-09-14,-91.7,41.265
2026-09-15,-91.7,41.265
2026-09-16,-275.1,123.795
2026-09-17,-91.7,41.265
2026-09-18,-91.7,41.265
2026-09-19,-91.7,41.265
2026-09-20,-91.7,41.265
2026-09-21,-91.7,41.265
2026-09-22,-91.7,41.265
2026-09-23,-275.1,123.795
2026-09-24,-91.7,41.265
2026-09-25,-91.7,41.265
2026-09-26,-91.7,41.265
2026-09-27,-91.7,41.265
2026-09-28,-91.7,41.265
2026-09-29,-91.7,41.265
2026-09-30,-275.1,123.795
